ancestry_AFR	ancestry/GRCh38_ancestry_AFR.bed.gz
ancestry_AMR	ancestry/GRCh38_ancestry_AMR.bed.gz
ancestry_EAS	ancestry/GRCh38_ancestry_EAS.bed.gz
ancestry_EUR	ancestry/GRCh38_ancestry_EUR.bed.gz
ancestry_SAS	ancestry/GRCh38_ancestry_SAS.bed.gz
ancestry_Neanderthal	ancestry/GRCh38_ancestry_Neanderthal.bed.gz
notinrefseq_cds	FunctionalRegions/GRCh38_notinrefseq_cds.bed.gz
refseq_cds	FunctionalRegions/GRCh38_refseq_cds.bed.gz
BadPromoters	FunctionalTechnicallyDifficultRegions/GRCh38_BadPromoters.bed.gz
CMRGv1.00_duplicationinKMT2C	FunctionalTechnicallyDifficultRegions/GRCh38_CMRGv1.00_duplicationinKMT2C.bed.gz
CMRGv1.00_falselyduplicatedgenes	FunctionalTechnicallyDifficultRegions/GRCh38_CMRGv1.00_falselyduplicatedgenes.bed.gz
gc15_slop50	GCcontent/GRCh38_gc15_slop50.bed.gz
gc15to20_slop50	GCcontent/GRCh38_gc15to20_slop50.bed.gz
gc20to25_slop50	GCcontent/GRCh38_gc20to25_slop50.bed.gz
gc25to30_slop50	GCcontent/GRCh38_gc25to30_slop50.bed.gz
gc30to55_slop50	GCcontent/GRCh38_gc30to55_slop50.bed.gz
gc55to60_slop50	GCcontent/GRCh38_gc55to60_slop50.bed.gz
gc60to65_slop50	GCcontent/GRCh38_gc60to65_slop50.bed.gz
gc65to70_slop50	GCcontent/GRCh38_gc65to70_slop50.bed.gz
gc70to75_slop50	GCcontent/GRCh38_gc70to75_slop50.bed.gz
gc75to80_slop50	GCcontent/GRCh38_gc75to80_slop50.bed.gz
gc80to85_slop50	GCcontent/GRCh38_gc80to85_slop50.bed.gz
gc85_slop50	GCcontent/GRCh38_gc85_slop50.bed.gz
gclt25orgt65_slop50	GCcontent/GRCh38_gclt25orgt65_slop50.bed.gz
gclt30orgt55_slop50	GCcontent/GRCh38_gclt30orgt55_slop50.bed.gz
HG001_v4.2.1_CNVsandSVs	GenomeSpecific/GRCh38_HG001_v4.2.1_CNVsandSVs.bed.gz
HG001_v4.2.1_comphetindel10bp_slop50	GenomeSpecific/GRCh38_HG001_v4.2.1_comphetindel10bp_slop50.bed.gz
HG001_v4.2.1_comphetsnp10bp_slop50	GenomeSpecific/GRCh38_HG001_v4.2.1_comphetsnp10bp_slop50.bed.gz
HG001_v4.2.1_complexandSVs_alldifficultregions	GenomeSpecific/GRCh38_HG001_v4.2.1_complexandSVs_alldifficultregions.bed.gz
HG001_v4.2.1_complexandSVs	GenomeSpecific/GRCh38_HG001_v4.2.1_complexandSVs.bed.gz
HG001_v4.2.1_complexindel10bp_slop50	GenomeSpecific/GRCh38_HG001_v4.2.1_complexindel10bp_slop50.bed.gz
HG001_v4.2.1_notin_complexandSVs_alldifficultregions	GenomeSpecific/GRCh38_HG001_v4.2.1_notin_complexandSVs_alldifficultregions.bed.gz
HG001_v4.2.1_othercomplexwithin10bp_slop50	GenomeSpecific/GRCh38_HG001_v4.2.1_othercomplexwithin10bp_slop50.bed.gz
HG001_v4.2.1_snpswithin10bp_slop50	GenomeSpecific/GRCh38_HG001_v4.2.1_snpswithin10bp_slop50.bed.gz
HG001_v4.2.1_CNV_mrcanavarIllumina_CCShighcov_ONThighcov_intersection	GenomeSpecific/GRCh38_HG001_v4.2.1_CNV_mrcanavarIllumina_CCShighcov_ONThighcov_intersection.bed.gz
HG001_v4.2.1_SV_pbsv_hifiasm_dipcall_svanalyzer_slop25percent	GenomeSpecific/GRCh38_HG001_v4.2.1_SV_pbsv_hifiasm_dipcall_svanalyzer_slop25percent.bed.gz
HG001_v4.2.1_CNV_CCSandONT_elliptical_outlier	GenomeSpecific/GRCh38_HG001_v4.2.1_CNV_CCSandONT_elliptical_outlier.bed.gz
HG001_v4.2.1_inversions_slop25percent	GenomeSpecific/GRCh38_HG001_v4.2.1_inversions_slop25percent.bed.gz
HG003_v4.2.1_CNV_mrcanavarIllumina_CCShighcov_ONThighcov_intersection	GenomeSpecific/GRCh38_HG003_v4.2.1_CNV_mrcanavarIllumina_CCShighcov_ONThighcov_intersection.bed.gz
